0.2.3, Dave_50_8_-1_2, 210, 10, 5.0
comp_time,event,arduino_time,adc,sipm,dead_time,temp,win_f,median_f
20240429 070300.931,6301,46951556,412,92.93,8756357,18.0,0.12976227551126338,
20240429 070303.753,6302,46954379,396,85.28,8756921,18.0,0.12692288165710514,
20240429 070305.704,6303,46956331,403,88.99,8757299,18.0,0.13099635830123924,
20240429 070314.233,6304,46964861,384,80.08,8758801,18.0,0.11851430467657446,
20240429 070320.850,6305,46971480,415,95.0,8760116,18.0,0.1664696775482346,
20240429 070321.874,6306,46972504,387,81.05,8760308,18.0,0.16593929940427793,
20240429 070327.312,6307,46977943,300,52.79,8761250,18.0,0.1763699536147022,
20240429 070335.574,6308,46986206,432,101.61,8762923,18.0,0.17455053237912377,
20240429 070345.697,6309,46996332,318,57.28,8764807,18.0,0.1881963264077085,
20240429 070353.855,6310,47004490,327,59.28,8766296,18.0,0.18895019272919658,
20240429 070357.808,6311,47008445,362,70.92,8767048,18.0,0.18499676255665526,
20240429 070410.229,6312,47020868,421,97.33,8769302,18.0,0.15497869043006585,
20240429 070410.891,6313,47021531,377,76.28,8769495,18.0,0.17649758198312682,
20240429 070416.343,6314,47026984,423,97.36,8770435,18.0,0.18020290847494277,
20240429 070444.785,6315,47055430,369,73.42,8775861,18.0,0.12061125785480817,
20240429 070445.870,6316,47056518,184,31.36,8776052,18.0,0.1272944830571043,
20240429 070458.192,6317,47068840,334,61.44,8778287,18.0,0.12103899876540222,
20240429 070506.291,6318,47076941,359,69.86,8779783,18.0,0.12407871553713677,
20240429 070514.229,6319,47084880,440,109.25,8781277,18.0,0.12441834424067486,
20240429 070524.240,6320,47094894,335,61.77,8783156,18.0,0.11569788967049241,
20240429 070530.895,6321,47101551,385,80.11,8784468,18.0,0.12396796667741056,
20240429 070539.769,6322,47110427,369,73.42,8786158,18.0,0.11251378293840995,
20240429 070555.770,6323,47126430,384,80.08,8789155,18.0,0.10057630221167288,
20240429 070558.879,6324,47129539,510,148.47,8789719,18.0,0.13496369476610792,
20240429 070605.218,6325,47135881,353,67.64,8790863,18.0,0.12602712103644703,
20240429 070606.901,6326,47137563,399,87.3,8791241,18.0,0.14554134101791613,
20240429 070617.641,6327,47148306,202,34.38,8793308,18.0,0.14015416958654522,
20240429 070623.284,6328,47153949,312,55.68,8794245,18.0,0.144812106292086,
20240429 070629.516,6329,47159994,376,76.43,8795368,18.0,0.15319566149886635,
20240429 070633.298,6330,47163967,359,69.86,8796120,18.0,0.16024870599169913,
20240429 070639.744,6331,47170413,403,88.99,8797430,18.0,0.16673614005835766,
20240429 070641.718,6332,47172387,300,52.79,8797813,18.0,0.2176373291546966,
20240429 070643.559,6333,47174228,433,104.37,8798190,18.0,0.22381378692927484,
20240429 070644.664,6334,47175332,435,104.92,8798382,18.0,0.2535111291385692,
20240429 070647.587,6335,47178258,409,91.12,8798952,18.0,0.245784790837143,
20240429 070655.652,6336,47186325,419,97.2,8800456,18.0,0.2630817394964615,
20240429 070657.276,6337,47187948,384,80.08,8800649,18.0,0.2941868674982349,
20240429 070704.794,6338,47195468,312,55.68,8802149,18.0,0.28346278133681047,
20240429 070706.626,6339,47197301,391,82.35,8802526,18.0,0.30004800768122897,
20240429 070707.193,6340,47197869,108,22.63,8802532,18.0,0.3643119967940544,
20240429 070718.671,6341,47209348,486,135.98,8804754,18.0,0.27061402321868316,
20240429 070723.255,6342,47213933,408,90.57,8805513,18.0,0.2519145505844418,
20240429 070733.781,6343,47224437,92,21.32,8807572,18.0,0.20359549646761815,
20240429 070733.823,6344,47224473,300,52.79,8807577,18.0,0.21628168526689162,
20240429 070734.199,6345,47224878,537,162.17,8807583,18.0,0.2594235608477962,
20240429 070816.649,6346,47267338,449,112.05,8815720,18.0,0.1259874264548398,
20240429 070819.504,6347,47270195,403,88.99,8816288,18.0,0.13385089010841925,
20240429 070830.290,6348,47280982,384,80.08,8818169,18.0,0.11952572193536048,
20240429 070832.646,6349,47283340,359,69.86,8818735,18.0,0.11702339297625595,
20240429 070858.190,6350,47308889,376,76.43,8823400,18.0,0.10048332479225072,
20240429 070912.484,6351,47322994,399,87.3,8826027,18.0,0.09155077863937233,
20240429 070913.194,6352,47323895,368,72.93,8826218,18.0,0.10059046603562914,
20240429 070921.047,6353,47331749,332,61.17,8827717,18.0,0.09326270238006416,
20240429 070935.154,6354,47345859,371,73.82,8830339,18.0,0.0826753751395147,
20240429 070936.518,6355,47347222,624,242.54,8830717,18.0,0.12520502322553181,
20240429 070940.035,6356,47350742,389,81.58,8831290,18.0,0.12417578323875277,
20240429 070940.588,6357,47351294,330,60.13,8831481,18.0,0.14225155765455633,
20240429 070952.505,6358,47363214,359,69.86,8833720,18.0,0.12522070148636974,
20240429 070958.012,6359,47368721,463,119.23,8834664,18.0,0.16716258232757178,
20240429 071006.474,6360,47376989,376,76.43,8836179,18.0,0.18521948508983144,
20240429 071006.717,6361,47377429,396,85.28,8836371,18.0,0.18683556601834725,
20240429 071016.787,6362,47387499,435,104.92,8838248,18.0,0.17940437746681018,
20240429 071034.552,6363,47405268,478,129.43,8841644,18.0,0.1683558368968652,
20240429 071048.220,6364,47418940,399,87.3,8844094,18.0,0.13946612367855848,
20240429 071107.951,6365,47438676,216,36.85,8847834,18.0,0.11374493835024342,
20240429 071109.645,6366,47440369,467,121.56,8848214,18.54,0.11228763600839911,
20240429 071119.102,6367,47449829,319,57.64,8849910,18.0,0.11547744148180654,
20240429 071122.488,6368,47453215,774,587.37,8850656,18.0,0.11837681708414224,
20240429 071146.513,6369,47477246,391,82.35,8855188,18.0,0.09996101520407041,
20240429 071150.621,6370,47481354,455,117.03,8855940,18.54,0.09624268555589775,
20240429 071153.149,6371,47483883,391,82.35,8856321,18.0,0.10377534712853614,
20240429 071155.582,6372,47486315,448,112.41,8856888,18.0,0.1234110823151919,
20240429 071204.097,6373,47494833,440,109.25,8858395,18.0,0.1317922427085942,
20240429 071204.557,6374,47495292,505,145.23,8858586,18.0,0.17665971805109,
20240429 071205.571,6375,47496307,345,64.98,8858779,18.0,0.1788077101884633,
20240429 071206.721,6376,47497457,385,80.11,8858970,18.0,0.21000021000021,
20240429 071211.048,6377,47501786,345,64.98,8859722,18.0,0.20593080724876442,
20240429 071218.063,6378,47508802,195,33.17,8861028,18.0,0.31695721077654515,
20240429 071225.698,6379,47516439,339,62.98,8862518,18.0,0.2850870941072498,
