0.2.3, Dave_50_8_-1_2, 210, 10, 5.0
comp_time,event,arduino_time,adc,sipm,dead_time,temp,win_f,median_f
20240429 053806.837,5671,41856379,353,67.64,7802722,18.0,0.17007381203442293,
20240429 053811.295,5672,41860838,249,42.85,7803475,18.0,0.2132741852926122,
20240429 053816.234,5673,41865777,497,142.37,7804404,18.0,0.20415246105791807,
20240429 053816.894,5674,41866438,364,71.71,7804596,18.0,0.22913706979515144,
20240429 053818.931,5675,41868473,569,185.56,7804971,18.0,0.30294768093550245,
20240429 053833.122,5676,41882668,432,101.61,7807615,18.0,0.21800741225201659,
20240429 053904.063,5677,41913618,79,20.03,7813402,18.0,0.132234902080055,
20240429 053905.363,5678,41914917,423,97.36,7813595,18.0,0.13458769060981682,
20240429 053906.837,5679,41916392,376,76.43,7813972,18.0,0.15969593893227296,
20240429 053907.800,5680,41917355,415,95.0,7814162,18.0,0.1640339222151141,
20240429 053909.347,5681,41918902,369,73.42,7814353,18.0,0.172259353682905,
20240429 053916.001,5682,41925558,352,66.89,7815654,18.0,0.16731641206685963,
20240429 053924.234,5683,41933793,376,76.43,7817145,18.0,0.1485001485001485,
20240429 053927.891,5684,41937449,504,143.61,7817890,18.0,0.14501160092807425,
20240429 053937.936,5685,41947497,184,31.36,7819770,18.0,0.15428765390193477,
20240429 053943.816,5686,41953378,527,155.96,7820886,18.0,0.251553341886147,
20240429 053955.094,5687,41964659,334,61.44,7822967,18.0,0.20108182019263637,
20240429 053956.260,5688,41965826,359,69.86,7823159,18.0,0.2023349452683973,
20240429 053957.734,5689,41967300,403,88.99,7823537,18.0,0.2002643489406016,
20240429 054009.617,5690,41978988,384,80.08,7825597,18.0,0.16592002654720425,
20240429 054013.092,5691,41982660,305,53.88,7826350,18.0,0.17515895675325358,
20240429 054016.941,5692,41986511,57,16.93,7827097,18.0,0.1897281196046066,
20240429 054045.929,5693,42015504,575,187.3,7832455,18.0,0.12814269971039752,
20240429 054055.861,5694,42025439,227,38.83,7834343,18.0,0.12832852101379533,
20240429 054056.074,5695,42025653,179,30.55,7834348,18.0,0.1383929807080185,
20240429 054057.223,5696,42026802,396,85.28,7834537,18.0,0.160955431441034,
20240429 054106.701,5697,42036281,403,88.99,7836408,18.0,0.14196277735977625,
20240429 054107.606,5698,42036988,483,132.6,7836413,18.0,0.14311884588962676,
20240429 054114.885,5699,42044466,423,97.36,7837923,18.0,0.15321443892872463,
20240429 054126.176,5700,42055761,409,91.12,7839981,18.0,0.1368288544688304,
20240429 054134.999,5701,42064584,338,62.67,7841663,18.0,0.128109867021958,
