0.2.3, Dave_50_8_-1_2, 210, 10, 5.0
comp_time,event,arduino_time,adc,sipm,dead_time,temp,win_f,median_f
20240428 185045.206,421,3007399,460,119.54,558405,22.51,0.18477116091720402,
20240428 185051.000,422,3013196,335,61.77,559528,22.51,0.1740583443570285,
20240428 185053.030,423,3015226,391,82.35,559901,22.51,0.20065413247185823,
20240428 185056.144,424,3018341,415,95.0,560461,22.51,0.244140625,
20240428 185105.138,425,3027337,391,82.35,562135,22.51,0.2605184316790413,
20240428 185109.192,426,3031391,536,160.18,562881,22.51,0.24033839646221883,
20240428 185113.724,427,3035925,359,69.86,563636,22.51,0.2171269758554803,
20240428 185119.477,428,3041679,319,57.64,564749,22.51,0.21829294913774283,
20240428 185122.063,429,3044265,216,36.85,565306,22.51,0.253994056539077,
20240428 185147.713,430,3069919,391,82.35,569907,22.51,0.15998208200681524,
20240428 185159.996,431,3082207,376,76.43,572319,22.51,0.14493593831526466,
20240428 185207.033,432,3089244,393,83.55,573614,22.51,0.13512965690580112,
20240428 185207.603,433,3089813,358,69.1,573619,22.51,0.13994038539582138,
20240428 185214.152,434,3096364,319,57.64,574913,22.51,0.1448981366099632,
20240428 185219.992,435,3102205,384,80.08,576022,22.4,0.14124293785310735,
20240428 185224.449,436,3106664,391,82.35,576768,22.4,0.14139271827500885,
20240428 185304.732,437,3146954,371,73.82,584179,22.51,0.09500736307063798,
20240428 185305.422,438,3147643,220,37.58,584368,22.51,0.09675016205652145,
20240428 185307.698,439,3149920,415,95.0,584740,22.51,0.12502344189535539,
20240428 185313.488,440,3155709,553,176.67,585856,22.4,0.13606923202525445,
20240428 185339.958,441,3181988,377,76.28,590737,22.51,0.10761366693570083,
20240428 185356.062,442,3198294,51,15.86,593886,22.51,0.09220073944993039,
20240428 185404.466,443,3206697,444,109.09,595357,22.51,0.09065032543466832,
20240428 185406.433,444,3208667,335,61.77,595733,22.51,0.09394876034610723,
20240428 185409.374,445,3211607,415,95.0,596291,22.51,0.09530617107457708,
20240428 185410.369,446,3212603,71,19.06,596481,22.51,0.1523530935295641,
20240428 185411.546,447,3213780,325,59.05,596669,22.51,0.15123102050692638,
20240428 185412.958,448,3215193,369,73.42,597042,22.51,0.15323322096230463,
20240428 185416.003,449,3218238,384,80.08,597601,22.51,0.15996160921378869,
20240428 185417.955,450,3220189,433,104.37,597977,22.51,0.2631786720004211,
20240428 185422.592,451,3224828,275,47.73,598724,22.51,0.3769317753486619,
20240428 185426.686,452,3228923,348,65.64,599466,22.51,0.45004500450045004,
20240428 185432.746,453,3234983,352,66.89,600576,22.51,0.38004028427013264,
20240428 185434.518,454,3236756,384,80.08,600949,22.51,0.39770919503658925,
20240428 185434.601,455,3236840,384,80.08,600954,22.51,0.41267745130406075,
20240428 185438.362,456,3240601,345,64.98,601699,22.72,0.37291169451073986,
20240428 185450.990,457,3253204,355,68.3,604098,22.51,0.26293647454774927,
20240428 185451.035,458,3253224,391,82.35,604103,22.51,0.28545329984014617,
20240428 185501.610,459,3263852,515,147.53,605960,22.51,0.2290688351849731,
20240428 185509.513,460,3271758,399,87.3,607463,22.51,0.2131241874640353,
20240428 185512.383,461,3274628,435,104.92,608023,22.51,0.2188327461321312,
20240428 185514.125,462,3276370,419,97.2,608399,22.4,0.24166847918026052,
20240428 185515.578,463,3277825,355,68.3,608589,22.51,0.24354603019970772,
20240428 185517.951,464,3280197,271,46.93,609146,22.51,0.2306805074971165,
20240428 185525.701,465,3287949,403,88.99,610446,22.51,0.2112423160607533,
20240428 185530.419,466,3292668,327,59.28,611380,22.51,0.2536204316619747,
20240428 185537.725,467,3299976,409,91.12,612675,22.51,0.21417862497322768,
20240428 185541.721,468,3303972,421,97.33,613422,22.51,0.2493081698287253,
20240428 185548.947,469,3311198,569,185.56,614909,22.51,0.25358827407820667,
20240428 185556.354,470,3318606,796,596.63,616223,22.4,0.22742261945373088,
20240428 185556.404,471,3318659,323,58.48,616228,22.51,0.23652404266893728,
20240428 185603.566,472,3325821,354,67.99,617522,22.51,0.20838542969075602,
20240428 185606.426,473,3328683,78,19.92,618079,22.51,0.20629190304280556,
20240428 185608.459,474,3330713,590,200.72,618450,22.4,0.23387436269236164,
20240428 185639.977,475,3362239,305,53.88,624447,22.51,0.14376491560999452,
20240428 185708.992,476,3391260,355,68.3,629800,22.4,0.10956862831034218,
20240428 185718.936,477,3401204,504,143.61,631645,22.51,0.10286478424111505,
20240428 185722.507,478,3404777,359,69.86,632209,22.51,0.10688328345446772,
20240428 185732.006,479,3414279,425,99.48,634057,22.4,0.10454564462844478,
20240428 185742.502,480,3424776,371,73.82,635913,22.51,0.09425248355294162,
20240428 185814.465,481,3456744,531,160.62,641839,22.4,0.07639477765299964,
20240428 185824.383,482,3466664,391,82.35,643719,22.51,0.07248635444377596,
20240428 185825.689,483,3467971,385,80.11,643909,22.4,0.07287036362311448,
20240428 185829.901,484,3471988,414,93.93,644654,22.51,0.09097194425239255,
20240428 185841.241,485,3483525,376,76.43,646881,22.51,0.10840225910307971,
20240428 185841.497,486,3483782,162,28.06,646887,22.51,0.1211225639224331,
20240428 185858.459,487,3500747,359,69.86,650007,22.51,0.10421877605469401,
20240428 185918.497,488,3520788,617,223.47,653699,22.4,0.09390464921918285,
20240428 185919.914,489,3522206,339,62.98,654078,22.51,0.10265675686773702,
20240428 185957.960,490,3560259,313,56.02,661088,22.51,0.0966230252669211,
20240428 190013.492,491,3575794,359,69.86,663858,22.51,0.0916514677982568,
20240428 190020.931,492,3583235,408,90.57,665336,22.51,0.08677391923083598,
20240428 190021.625,493,3583928,549,171.58,665341,22.4,0.08950628334109054,
20240428 190029.948,494,3592253,440,109.25,667029,22.51,0.09199039620263645,
20240428 190034.392,495,3596699,391,82.35,667778,22.51,0.08857788210283893,
20240428 190040.212,496,3602521,423,97.36,668894,22.51,0.09827720067221606,
20240428 190052.893,497,3615203,252,43.42,671306,22.51,0.10593669223272173,
20240428 190053.479,498,3615790,348,65.64,671311,22.51,0.10687757174157003,
20240428 190058.920,499,3621231,327,59.28,672421,22.51,0.16404199475065617,
20240428 190105.605,500,3627918,280,48.67,673533,22.51,0.19189069905781667,
20240428 190121.594,501,3643909,299,52.61,676483,22.51,0.1648451280022419,
20240428 190123.338,502,3645654,338,62.67,676856,22.51,0.162040412878972,
20240428 190128.529,503,3650845,396,85.28,677783,22.51,0.17070381181611785,
20240428 190132.953,504,3655270,399,87.3,678717,22.51,0.17076211130274416,
20240428 190138.557,505,3660875,376,76.43,679652,22.4,0.17139429257005742,
20240428 190235.343,506,3717672,414,93.93,690188,22.51,0.09760858955588092,
20240428 190244.580,507,3726912,408,90.57,691864,22.51,0.09000819074535783,
20240428 190247.277,508,3729607,455,117.03,692424,22.51,0.09228753103168232,
20240428 190251.334,509,3733666,173,29.64,693176,22.51,0.09458142988205696,
20240428 190309.447,510,3751781,531,160.62,696478,22.29,0.09271879317218808,
20240428 190316.851,511,3759190,399,87.3,697980,22.4,0.08809563662311805,
20240428 190319.355,512,3761693,384,80.08,698356,22.51,0.09023153411654306,
20240428 190322.493,513,3764832,409,91.12,698916,22.51,0.09129085265656381,
20240428 190326.613,514,3768951,593,187.91,699662,22.4,0.09254460650033317,
20240428 190335.287,515,3777628,384,80.08,701351,22.29,0.16682236754304017,
20240428 190346.518,516,3788861,368,72.93,703394,22.51,0.16145177435500016,
20240428 190355.556,517,3797900,195,33.17,705056,22.51,0.14645791531803337,
20240428 190400.266,518,3802610,508,144.95,705980,22.4,0.1450705042650728,
20240428 190403.167,519,3805511,467,121.56,706543,22.51,0.18615040953090098,
20240428 190436.602,520,3838953,440,109.25,712704,22.4,0.12539027723790297,
20240428 190448.278,521,3850633,339,62.98,714931,22.51,0.1124568446858518,
20240428 190512.276,522,3874635,371,73.82,719357,22.51,0.09108878423799678,
20240428 190519.172,523,3881533,384,80.08,720658,22.51,0.08884229604029886,
20240428 190529.511,524,3891872,419,97.2,722514,22.51,0.08754727552878554,
20240428 190549.376,525,3911741,352,66.89,726223,22.51,0.08139478096664442,
20240428 190554.413,526,3916779,430,101.41,727149,22.4,0.08413471650807272,
20240428 190614.475,527,3936846,304,53.73,730858,22.51,0.074510651297603,
20240428 190627.583,528,3949957,348,65.64,733258,22.51,0.0692444050520718,
20240428 190635.571,529,3957947,387,81.05,734736,22.29,0.08405551025897504,
20240428 190641.418,530,3963793,476,129.76,735853,22.4,0.088386070355312,
20240428 190643.542,531,3965919,384,80.08,736231,22.4,0.10956982885192733,
20240428 190646.287,532,3968663,339,62.98,736791,22.4,0.11479079377833898,
20240428 190648.298,533,3970676,357,68.97,737164,22.4,0.12692449261934075,
20240428 190650.815,534,3973192,377,76.28,737721,22.4,0.1627630658051075,
20240428 190656.016,535,3978394,480,130.21,738650,22.4,0.16232975666769475,
20240428 190705.006,536,3987385,655,252.34,740333,22.19,0.19789831984326453,
20240428 190708.292,537,3990674,423,97.36,740899,22.29,0.2456459259623179,
20240428 190710.538,538,3992919,377,76.28,741275,22.4,0.2859839277032631,
20240428 190729.367,539,4011753,391,82.35,744799,22.4,0.20855492293895597,
20240428 190735.341,540,4017726,462,120.87,745915,22.4,0.19305391995984478,
20240428 190739.521,541,4021908,319,57.64,746665,22.4,0.18784987038358944,
20240428 190742.320,542,4024709,71,19.06,747223,22.51,0.18510977009366555,
20240428 190743.137,543,4025524,364,71.71,747411,22.4,0.19112419250028667,
20240428 190759.475,544,4041867,63,17.91,750368,22.51,0.1575820608581919,
20240428 190800.293,545,4042684,402,87.25,750556,22.4,0.18087434659142293,
20240428 190805.486,546,4047877,422,97.97,751486,22.4,0.17484351505402665,
20240428 190826.418,547,4068814,318,57.28,755380,22.51,0.13178703215603585,
20240428 190829.185,548,4071580,583,201.26,755938,22.29,0.1671737604065666,
20240428 190831.154,549,4073550,440,109.25,756317,22.4,0.1791697274828445,
20240428 190833.185,550,4075581,432,101.61,756692,22.4,0.18634466308884914,
20240428 190836.313,551,4078710,357,68.97,757252,22.51,0.18520919378437944,
20240428 190841.490,552,4083889,387,81.05,758177,22.51,0.17137079498911795,
20240428 190852.485,553,4094884,543,164.77,760221,22.4,0.18864365214110546,
20240428 190858.242,554,4100644,377,76.28,761350,22.29,0.17256553176068612,
20240428 190901.132,555,4103535,176,30.09,761911,22.51,0.17970743629371383,
20240428 190909.370,556,4111775,60,17.43,763381,22.51,0.23281802942819893,
20240428 190912.024,557,4114401,391,82.35,763936,22.4,0.23343215294474662,
20240428 190912.072,558,4114418,536,160.18,763941,22.29,0.2443912214673249,
20240428 190919.363,559,4121769,157,27.4,765257,22.51,0.21655333708692454,
20240428 190923.434,560,4125841,307,54.48,765996,22.4,0.21221960484709576,
20240428 190942.463,561,4144873,348,65.64,769500,22.51,0.16400701950043461,
20240428 190954.999,562,4157412,408,90.57,771901,22.29,0.1599641680263621,
20240428 191023.272,563,4185690,319,57.64,777092,22.51,0.11760555098200635,
20240428 191025.075,564,4187492,480,130.21,777465,22.4,0.11912845621433592,
20240428 191026.402,565,4188821,425,99.48,777656,22.29,0.1298161802887112,
20240428 191028.469,566,4190886,432,101.61,778032,22.29,0.13081300281247957,
20240428 191038.519,567,4200940,412,92.93,779888,22.29,0.11567781415202379,
20240428 191053.518,568,4215943,153,26.9,782671,22.51,0.10620784876002337,
20240428 191100.357,569,4222783,415,95.0,783959,22.4,0.10317468505927385,
20240428 191103.395,570,4225821,325,59.05,784520,22.51,0.12356051994266791,
20240428 191106.454,571,4228880,399,87.3,785078,22.29,0.1399482191589112,
20240428 191112.219,572,4234645,513,148.53,786194,22.29,0.20430261303042066,
20240428 191116.343,573,4238771,236,40.44,786943,22.51,0.1950534446438324,
20240428 191118.433,574,4240862,332,61.17,787316,22.4,0.1921931156425977,
20240428 191125.874,575,4248305,188,32.01,788798,22.51,0.17420085358418255,
20240428 191130.378,576,4252809,319,57.64,789535,22.51,0.19283055978711505,
20240428 191156.891,577,4279327,369,73.42,794515,22.29,0.1577959067741783,
20240428 191158.348,578,4280784,412,92.93,794704,22.29,0.17244055112000137,
20240428 191212.099,579,4294539,70,18.93,797304,22.4,0.1455519329296693,
20240428 191237.016,580,4319458,430,101.41,801889,22.19,0.1104215896292043,
20240428 191256.378,581,4338825,775,556.41,805411,22.19,0.09600706612006643,
20240428 191256.918,582,4339366,152,26.78,805603,22.4,0.09942828734775043,
20240428 191306.865,583,4349313,537,162.17,807439,22.19,0.09222369780138705,
20240428 191324.056,584,4366509,423,97.36,810625,22.4,0.0846152544380701,
20240428 191324.500,585,4366953,362,70.92,810630,22.29,0.08762552356250329,
20240428 191337.999,586,4380454,419,97.2,813214,22.19,0.09890414210547137,
20240428 191338.872,587,4381327,412,92.93,813405,22.19,0.09947873144721658,
20240428 191339.875,588,4382330,422,97.97,813595,22.51,0.1139263580021874,
20240428 191341.868,589,4384323,227,38.83,813970,22.29,0.15419724912107566,
20240428 191343.163,590,4385617,433,104.37,814158,22.19,0.21374372127818747,
20240428 191350.804,591,4393263,402,87.25,815646,22.19,0.18557695876479977,
20240428 191354.324,592,4396782,334,61.44,816207,22.51,0.21070819022735413,
20240428 191356.994,593,4399453,377,76.28,816766,22.29,0.30360070435363407,
20240428 191359.280,594,4401738,398,85.63,817141,22.19,0.2875215641173088,
20240428 191400.882,595,4403342,399,87.3,817516,22.19,0.43700563737272213,
20240428 191401.875,596,4404335,195,33.17,817706,22.19,0.4347259053166978,
20240428 191407.799,597,4410260,408,90.57,818811,22.19,0.35811488325454804,
20240428 191409.995,598,4412456,408,90.57,819187,22.19,0.35553027340278026,
20240428 191410.298,599,4412760,399,87.3,819192,22.19,0.3685277317118113,
20240428 191412.327,600,4414788,313,56.02,819567,22.19,0.4646192445291084,
20240428 191432.029,601,4434493,480,130.21,823257,22.19,0.2652168147460549,
20240428 191434.393,602,4436859,348,65.64,823635,22.29,0.26738682852482687,
20240428 191437.028,603,4439495,327,59.28,824192,22.19,0.2649146974674155,
20240428 191443.477,604,4445944,368,72.93,825303,22.19,0.23476933912431036,
20240428 191502.042,605,4464513,409,91.12,828809,22.19,0.1662040653514385,
20240428 191513.321,606,4475796,83,20.46,830849,22.29,0.1526204938799182,
20240428 191516.052,607,4478526,370,73.62,831405,22.19,0.15138441043341355,
20240428 191520.782,608,4483257,387,81.05,832331,22.19,0.14187617047840645,
20240428 191526.082,609,4488558,368,72.93,833261,22.19,0.13558402820147789,
20240428 191527.113,610,4489589,352,66.89,833450,22.29,0.18154091932321545,
20240428 191528.127,611,4490604,387,81.05,833639,22.19,0.1861019094055905,
20240428 191528.708,612,4490986,319,57.64,833645,22.19,0.19349845201238391,
20240428 191537.051,613,4499529,254,43.77,835308,22.29,0.18665770709672602,
20240428 191544.083,614,4506560,430,101.41,836602,22.19,0.23786303846245332,
20240428 191552.919,615,4515399,399,87.3,838272,22.19,0.252538006970049,
20240428 191602.420,616,4524903,284,49.41,839943,22.29,0.21566597653554173,
20240428 191604.378,617,4526860,655,252.34,840317,22.19,0.2293788420956051,
20240428 191611.914,618,4534398,384,80.08,841820,22.19,0.21818816547390468,
20240428 191618.239,619,4540725,352,66.89,842936,22.19,0.1955951961819818,
20240428 191626.989,620,4549477,335,61.77,844601,22.29,0.1698888926641976,
20240428 191629.076,621,4551564,422,97.97,844974,22.29,0.16565067585475748,
20240428 191635.419,622,4557908,354,67.99,846092,22.4,0.1713267543859649,
20240428 191638.057,623,4560547,348,65.64,846649,22.19,0.18527439137362434,
20240428 191650.247,624,4572738,433,104.37,848868,22.19,0.17443483114708344,
20240428 191700.009,625,4582503,376,76.43,850725,22.29,0.17364427234367674,
20240428 191703.977,626,4586471,440,109.25,851466,22.19,0.1677880501350694,
20240428 191722.074,627,4604572,364,71.71,854803,22.19,0.14253135689851767,
20240428 191725.386,628,4607885,396,85.28,855360,22.19,0.1489269811011661,
20240428 191732.994,629,4615494,312,55.68,856848,22.29,0.15150367396409364,
20240428 191739.036,630,4621537,339,62.98,857957,22.29,0.14293882218410522,0.16338504265277104
