0.2.3, Dave_50_8_-1_2, 210, 10, 5.0
comp_time,event,arduino_time,adc,sipm,dead_time,temp,win_f,median_f
20240429 051114.354,5461,40243558,369,73.42,7500732,18.0,0.19602846333287594,
20240429 051115.237,5462,40244441,345,64.98,7500922,18.0,0.2033801785677968,
20240429 051117.703,5463,40246908,371,73.82,7501299,18.0,0.20166982616060986,
20240429 051127.306,5464,40256512,319,57.64,7503160,18.0,0.19145718060155845,
20240429 051131.124,5465,40260331,339,62.98,7503907,18.0,0.1887967980063058,
20240429 051132.615,5466,40261822,255,43.96,7504099,18.0,0.20894711548507072,
20240429 051137.676,5467,40266883,435,104.92,7505027,18.0,0.23035636129091705,
20240429 051140.237,5468,40269447,391,82.35,7505591,18.0,0.24391433728474562,
20240429 051141.250,5469,40270459,391,82.35,7505783,18.21,0.32336297493936944,
20240429 051155.661,5470,40284871,478,129.43,7508391,18.0,0.24208971844965743,
20240429 051156.328,5471,40285541,302,53.3,7508583,18.0,0.24336229344625343,
20240429 051157.718,5472,40286929,760,464.8,7508775,18.0,0.24990628514307134,
20240429 051206.612,5473,40295826,435,104.92,7510477,18.0,0.2544140843637104,
20240429 051228.089,5474,40317307,376,76.43,7514582,18.0,0.17554638813306414,
20240429 051234.350,5475,40323570,359,69.86,7515700,18.0,0.16198266785453957,
20240429 051240.565,5476,40329786,390,82.7,7516816,18.0,0.15901031976975305,
20240429 051245.176,5477,40334399,408,90.57,7517751,18.0,0.1539906681655092,
20240429 051254.754,5478,40343976,519,154.3,7519435,18.0,0.13604701784936873,
20240429 051301.323,5479,40350525,482,129.6,7520758,18.0,0.15229508696049465,
20240429 051301.372,5480,40350536,368,72.93,7520763,18.0,0.15374208228276245,
20240429 051303.631,5481,40352858,423,97.36,7521142,18.0,0.15171513965378605,
20240429 051313.051,5482,40362278,476,129.76,7523017,18.0,0.1505140053281958,
20240429 051314.216,5483,40363445,359,69.86,7523209,18.0,0.2167927677932664,
20240429 051324.059,5484,40373289,384,80.08,7525071,18.0,0.2011708141382848,
20240429 051331.595,5485,40380827,327,59.28,7526386,18.0,0.19596315892612187,
20240429 051341.104,5486,40390339,371,73.82,7528244,18.0,0.17880131597768562,
20240429 051343.971,5487,40393204,608,202.86,7528805,18.0,0.2031818274173558,
20240429 051345.126,5488,40394361,376,76.43,7528999,18.0,0.22829486564847157,
20240429 051350.040,5489,40399276,594,199.72,7529931,18.32,0.2054738226349963,
20240429 051352.226,5490,40401464,397,85.55,7530312,18.0,0.20578248791027884,
20240429 051426.944,5491,40436188,376,76.43,7536851,18.0,0.13533081618015239,
20240429 051428.268,5492,40437512,286,49.78,7537043,18.54,0.13504024199211365,
20240429 051431.222,5493,40440466,355,68.3,7537604,18.0,0.14889150276193738,
20240429 051432.208,5494,40441453,345,64.98,7537794,18.0,0.1649811096629436,
20240429 051432.565,5495,40441809,243,41.74,7537799,18.0,0.19432191368220594,
20240429 051446.035,5496,40455282,358,69.1,7540391,18.0,0.16112400103119362,
20240429 051454.078,5497,40463327,344,64.67,7541884,18.0,0.145028425571412,
20240429 051456.223,5498,40465473,339,62.98,7542260,18.0,0.1510962029524198,
20240429 051456.934,5499,40465986,348,65.64,7542265,18.0,0.15454039685973914,
20240429 051458.967,5500,40468218,408,90.57,7542828,18.0,0.31227555194703804,
20240429 051509.201,5501,40478453,413,94.4,7544697,18.0,0.24430166369432976,
20240429 051515.237,5502,40484491,159,27.66,7545820,18.0,0.22719527433829376,
20240429 051520.038,5503,40489291,432,101.61,7546747,18.0,0.20907380305247752,
20240429 051524.543,5504,40493798,768,471.89,7547497,18.0,0.19238908769094618,
20240429 051529.508,5505,40498764,384,80.08,7548443,18.0,0.23002783336783753,
20240429 051533.927,5506,40502990,352,66.89,7549196,18.0,0.2509473261562398,
20240429 051541.206,5507,40510466,412,92.93,7550687,18.0,0.22230620456616945,
20240429 051559.250,5508,40528513,467,121.56,7554053,18.0,0.1604724308363823,
20240429 051605.000,5509,40534264,409,91.12,7555182,18.0,0.1514394317992519,
20240429 051605.704,5510,40534969,399,87.3,7555187,18.0,0.176981753181247,
20240429 051615.544,5511,40544812,409,91.12,7557056,18.0,0.16581823005621238,
20240429 051646.953,5512,40576226,432,101.61,7563032,18.0,0.11505493873324511,
